randid,Date_EventStart_Consistent,Date_EventEnd_Consistent,GeneralDesc,CompletionDesc,Asset,states,Commissioning_Date,DC_Size_kW,AC_Size_kW,PlantType,ArrayType,InverterType,InverterOEM
C3S397,2019-05-20 09:00:00,2020-01-28 17:00:00,Cascade - CBs - No DC comms. Cascade CBs are not communicating in Power Factors.. 020 - Data/Communication System Outage,10-2-19 Tech verified production of CB's with Amp Clamp. The following CB's are not producing. CB 4.8 - Re-combiner Handle Locked out by EPC - See WO-0304678 CB 4.7 - Damaged in Flood - See WO-0303224 CB 4.13 - Damaged in Flood - See WO-0303224 CB 4.16 - Damaged in Flood - See WO-0303224 CB 4.1 - Fuse 7 pulled - Tech will investigate on later date Tech was only able to get to some but not all CB's. Tech will resume verification and inspection of CB's on later date.,Plant,TX,2019-04-10,14258.0,10000.0,Utility-scale,,central,
C3S397,2019-07-02 09:00:00,2019-07-02 17:00:00,"Cascade - Recloser 1, 2 - Communication Systems Outage. Comms issue to the reclosers. C4 cannot connect to 651 R's. Ponce Manithip on site to investigate. 020 - Data/Communication System Outage",Ponce Manithip (CCR I&C) cycled the recloser after work performed. Comms restored,Plant,TX,2019-04-10,14258.0,10000.0,Utility-scale,,central,
C3S397,2019-07-04 08:50:00,2019-07-08 09:35:00,"Cascade - Inverters 1- 3- Forced outage. 7/4/19 0750 EST - Inverters 1-3 tripped offline - 3502 GF then 9024 Fast stop GFDI triggered - GF on negative ground - C4 is able to access inverters 1 - 3, not 4 (Known issue) - cannot perform any remote operations - site active not turned over. 001 - Ground fault",Inverters back online on 7/8. EPC resolved.,Plant,TX,2019-04-10,14258.0,10000.0,Utility-scale,,central,
C3S397,2019-06-17 08:40:00,2019-06-24 16:10:00,"Cascade - All Inverters - Forced Outage. 8:15am 17-Jun all inverter 1-4 have a ground fault GFDI triggered - C4 can confirm ground faults in the array (6/17/19) @ 1214 EST, Joseph Freeman (CCR) informed C4 that he opened up the reclosers on the site and disabled the 'remote enabled' functionality due to site flooding. **DO NOT operate equipment on site until flooding issue is resolved. Inverters 1 & 2 are online as of 315 PM on 6/24/19 Emailed EPC at 1018 PM on 6/24/19 Inverters 1 & 2 are online, inverters 3 and 4 are still being worked / site still flooding. 5:35 PM 6/25/2019 Inverter 3 online - inverter 4 separate work order. 001 - Ground fault",See log above,Plant,TX,2019-04-10,14258.0,10000.0,Utility-scale,,central,
C3S290,2019-05-20 11:05:00,2019-05-20 11:47:00,Jefferson Lewis - Site - Intermittent comms in PF. Site is updating intermittently in PowerFactors but consistently in Skytron. This issue was addressed on site according to work order WO-0257325. No issues were found on site. Requesting engineering support to follow up with PowerFactors about the issue. C4 will initiate contact with them about the issue. 020 - Data/Communication System Outage,6/12/2019 Tim Chaput - Issue has been resolved by PF at this time.,Plant,NY,2017-12-29,2636.0,2000.0,Utility-scale,Fixed,,Solectria
C3S290,2018-12-03 09:00:00,2019-07-09 17:00:00,"Jefferson - Site underperformance investigation. Inv 2 - not clipping Inv 1,3,4 - clipping at 494 kW, not 500 as it is supposed to 27-Dec: Site meter reading incorrectly in DAS. All AC KW reading are also very low by a fraction of the normal amounts.. 019 - Unplanned outage/derate","12/3/2018 Tim Chaput - Has slight inter-row shading been considered for this issue. Also do all 4 inverters have the same DC array size? 3/14/19 Austin Ogburn Can see clear shading losses on INV 1 during sunny days. 6/4/2019 Tim Chaput - All CB's are online and producing except for CB 4-2. - Found 2 strings at half production. CB 2-4, string 2-4-3 half production. CB 4-1, string 4-1-4 half production. - Will continue investigation 6/5/2019. 6/5/2019 Tim Chaput - Found CB 4-2 is offline due to defective DC breaker internal to Inverter 4. WO-0277588 created for this repair. - Repaired string 4-1-4. Found defective connector in the array. - String 2-4-3 is at half production because there is no fused tee, or negative tee on this string. Whole string was connected as one loop. Need to procure Shoals Tee's (Pos & Neg). 6/13/19- Austin Ogburn Month of May shows no signs of site underperformance. On hold until June report 7/9/2019 Tim Chaput - All Equipment fully operational on site at this time. - All strings repaired in array. - All CB's fully producing. CB 4-2 is back in service. - Installed Shoals Tee harness on string 2-4-3 today, string at 100%",Plant,NY,2017-12-29,2636.0,2000.0,Utility-scale,Fixed,,Solectria
C3S290,2019-08-13 02:15:00,2019-08-14 00:10:00,Jefferson Lewis - Site - forced outage/not communicating. 2am 13-Aug site stopped communicating in Skytron - C4 cannot reach Cell Modem - no way to verify production. 020 - Data/Communication System Outage,"8/13/19 - Austin Clingerman -Technician arrived on site, and verified site was still operational. -Technician checked comms and found there was no signal being transmitted on the Sierra Wireless modem. - Hard reset was preformed, power was cycled and the signal was visually being sent and received (see picture attached) -Technician called C4 and verified comms as well as production prior to leaving.",Plant,NY,2017-12-29,2636.0,2000.0,Utility-scale,Fixed,,Solectria
C3S290,2019-07-08 02:45:00,2019-07-09 07:30:00,Jefferson Lewis - Site - Forced outage. Jefferson Lewis went offline/stopped communicating on 7/8/19 as of 245 AM. C4 typically has access to the modem and meter. C4 cannot access the meter or the modem at this time. Last comms as of 245 AM on 7/8/19. Site assumed offline. 020 - Data/Communication System Outage,"7/9/19 -Mike Duffy arrived on site to troubleshoot forced outage. -Found site online and producing, but not communicating. -Cell modem was showing no sign of activity. -Rebooted communication cabinet. -Cell modem began showing activity. -Verified comms and production via C4.",Plant,NY,2017-12-29,2636.0,2000.0,Utility-scale,Fixed,,Solectria
C3S290,2019-06-26 12:18:00,2019-06-26 17:00:00,"Jefferson Lewis - Site - Forced outage/comms outage. Jefferson Lewis stopped communicating at 1205 AM on 6/25/19. PF event self closed at 807 AM. C4 cannot access the meter, data logger, or modem Site is assumed offline. 020 - Data/Communication System Outage",6/26/19 - Technician was dispatched to Jefferson Lewis to troubleshoot Comm error. Technician preformed hard power cycle to modem. Comms were restored and verified with Tim Chaput as well as C4.,Plant,NY,2017-12-29,2636.0,2000.0,Utility-scale,Fixed,,Solectria
C3S290,2019-08-29 09:00:00,2020-02-25 17:00:00,"CB 4.2- Forced outage. CB 4-2 failed to come online 08/21, after being repaired on 08/20 and producing all that day. The CB did produce from 08/22-24/2019, but has remained offline since the morning of 08/25.. 019 - Unplanned outage/derate","9/3/2019 Tim Chaput - CB seems to operate some days, and not others. - Suspect contactor control board. - Will need to ship new board to Austin Clingerman before site visit. 9/5/2019 Tim Chaput - CB operational today - Will continue to monitor until next site visit. 9/6/2019 Tim Chaput - CB operational today. - Will continue to monitor. 9/16/19 Austin Clingerman -CB 4.2 not producing upon arrvial - Verified all voltages. 769VDC at array board, 24VDC traced all throughout combiner box confimed. -Hard reset preformed. Combiner box CB opened as well as each string fuse. Could audibly hear the contactor open and close. - Re-energized CB 4.2 and still had 0 Amps. -De- energized inverter DC disconnect. Proceeded to attempt another hard reset. After hard re-set, inverter disconnect was energized. - Amp clamp showed 56.5ADC at combiner box. Hard reset successful only when de-energizing and re-energizing DC disconnect. Beginning to suspect DC breaker intermittent failure. Will continue to monitor. -Confirmed comms and production with C4 prior to checking out. 9/17/2019 Tim Chaput - CB 4-2 has operated since power cycle. (9/16-9/17) - If issue persists we will move feeders for CB 4-2 to a different inverter DC main breaker to evaluate. - Will continue to monitor, updates to follow. 9/18/2019 Tim Chaput - CB did not come online this morning. - Next step will be to swap breakers between this CB, and a known good CB / breaker. - Will update when completed. 9/19/2019 Tim Chaput - CB 4-2 operational today........? - Will continue to monitor. - Will schedule Austin to site next week to swap. 9/30/19 Austin Clingerman -Tech arrived on site and verified CB 4.2 Not producing. -Tech proceeded to de-energize completely and swap CB 4.1 with CB 4.2. -Breakers were swapped and verified no issues. -Technician re-energized combiners/ inverter. - Combiner box 4.1 was producing 122A and 4.2 was producing 159A upon leaving site. -Called C4 to verify comms and production prior to leaving 10-8-19 Austin Clingerman -Pin connector unplugged to possibly confirm suspect board in Combiner 4.2 - CB cycled and confirmed producing upon departure 10/9/2019 Tim Chaput - Shipped Austin both voltage board, and AFCI / contactor board along with a contactor. (Contactor in CB currently has been replaced already, and appears to be working correctly. - Suspect AFCI / contactor control board, but he will have all 3 when on site. - 10/15/19 Austin Clingerman - AFCI board replaced - Combiner box 4.2 verified operational as well as the input/outgoing voltages on AFCI Board -Comms and production verified with C4 prior to leaving 10/16/2019 Tim Chaput - CB 4-2 operational today, will continue to monitor daily. 10/22/19 Austin Clingerman - Array voltage board as well as contactor replaced. White in connector coming from AFCI board was also left unplugged. - Amp clamped 4.2 upon departure. Verified 13.3ADC. - Called C4 for comms and production check upon leaving. 11/6/2019 Tim Chaput - Tim Chaput & Austin Clingerman to be on site 11/12/2019 to evaluate again. 11/12/2019 Tim Chaput & Austin Clingerman - On site to work PM & evaluate CB 4-2 - Array was covered in 6-8"" of snow from last night and this morning. - All equipment in CB appears to be operating correctly, and has been replaced. - Turned off inverter 4, and opened GFI breaker in inverter. - Checked array for CB 4-2 for ground faults (no found). - Polarity in CB & Inverter is good. - After power cycle of CB unit resumed production once array cleared enough. - Verified via Skytron & with C4. - Will monitor, and contact Shoals with findings up to this point. ***** Still not resolved, and will require monitoring ***** - 12/9 Austin Clingerman - Shoals sent an Arc Fault interrupter and Arc Fault power supply to be replaced. - Technician was on site to replace both, and was successful. -Upon leaving, CB was amp clamped and confirmed producing 19.6 Amps 12/10/2019 Tim Chaput - CB is operational today. - Verified via Skytron. - Will check again tomorrow. 12/17/19 Austin Clingerman - While investigating, technician noticed that contactor had a small black mark on the outside of the enclosure. Upon de-energizing it became apparent the contactor was failed. -While verifying the contactor with other CBs, it became apparent that this contactor was oriented in a different direction. -Assuming this contactor is polarity sensitive, it could be the reason this CB is intermittently operating. -Will continue to check on the CB, and reach out to shoals in the coming days. -*Noted that these CB's come pre-assembled from Shoals* 12/18/2019 Tim Chaput - Could not verify operation today due to snow cover (no production). - Will continue to monitor. 12/20/2019 Tim Chaput - Site /array still covered in snow, too cold for snow to slide off. - Still waiting to verify CB operation. 12/30/2019 Austin Clingerman -CB was verified not operational. Tech support for Shoals were on PTO today so was not able to dig into the issue. -Tech was able to get CB 4.2 up and running before departing site. - 4.2 was confirmed producing 3.3A upon departure. 1/6/19 Austin Clingerman - 4.2 not operational upon arrival. -Dug into combiner with Shoals tech support covering every aspect of combiner box. All tests showed components within combiner are operating as they should and believes problem is within inverter. -Reached out to Solectria tech support and was advised to call back when the fault is active. Will have to return back to site when fault is active and troubleshoot with tech support. 1/9/20 Austin Clingerman -Arrived with 4.2 not operational and proceeded to call Solectria Tech Support. -Internal inverter troublehooting suggests the DC contactor for 4.2 is intermittently failing and will need replacement. -Tech support to send technician out to replace DC contactor. There is no timetable available at this time. Will continue to update this WO when one becomes available. 1/14/2020 Tim Chaput - Still waiting for Solectria to update as to when tech will visit site to repair. - Austin to check with them 1/15/2020. - Will update with more info. 1/15/20 Austin Clingerman -Called Tech support and spoke with Phillip who informed me the plan is to have the technician on site 1/21 to replace the DC contactor at 8:00AM 1/21/2020 Austin Clingerman -Met Solectria tech and replaced DC contactor with no issues. Due to intermittent fault, we won't be able to diagnose if the problem was fixed or not until it consistently comes online in the mornings. -Also noticed that the CB was producing but showed no production on the inverter. Swapped CT input 2 and 3 to see if fault traveled. It appears as though fault traveled but was VERY low production. All was documented with Solectria and are aware we may need to replace CT sooner rather than later. -Site was returned to service. Verified Comms, and checked myself as well as the other tech out. 1/24/2020 Tim Chaput - Checked operation of all CB's for inverter 4, and all DC inputs showing production. 1/27/2020 Tim Chaput - CB has been operational since repair. - Verified over several days operation. ***** Repair Complete *****",Combiner,NY,2017-12-29,2636.0,2000.0,Utility-scale,Fixed,,Solectria
